preferred term,UAT v.2.0.0 URI,UAT v.1.1.0 URI,UAT v.1.1.0 URI
SX Arietis variable stars,http://astrothesaurus.org/uat/1672,http://astrothesaurus.org/uat/SxArietisVariables,
SX Phoenicis variable stars,http://astrothesaurus.org/uat/1673,http://astrothesaurus.org/uat/SxPhoenicisVariables,
Symbiotic binary stars,http://astrothesaurus.org/uat/1674,http://astrothesaurus.org/uat/SymbioticBinaryStars,
Symbiotic novae,http://astrothesaurus.org/uat/1675,http://astrothesaurus.org/uat/SymbioticNovae,
Synodic period,http://astrothesaurus.org/uat/1676,http://astrothesaurus.org/uat/SynodicPeriod,
Syzygy,http://astrothesaurus.org/uat/1677,http://astrothesaurus.org/uat/Syzygy,
T associations,http://astrothesaurus.org/uat/1678,http://astrothesaurus.org/uat/TAssociations,
T dwarf stars,http://astrothesaurus.org/uat/1679,http://astrothesaurus.org/uat/TDwarfs,
T subdwarf stars,http://astrothesaurus.org/uat/1680,http://astrothesaurus.org/uat/TSubdwarfs,
T Tauri stars,http://astrothesaurus.org/uat/1681,http://astrothesaurus.org/uat/TTauriStars,
Tailed radio galaxies,http://astrothesaurus.org/uat/1682,http://astrothesaurus.org/uat/TailedRadioGalaxies,
Technetium stars,http://astrothesaurus.org/uat/1683,http://astrothesaurus.org/uat/TechnetiumStars,
Techniques,http://astrothesaurus.org/uat/1684,http://astrothesaurus.org/uat/Techniques,
Teharonhiawako,http://astrothesaurus.org/uat/1685,http://astrothesaurus.org/uat/Teharonhiawako,
Tektites,http://astrothesaurus.org/uat/1686,http://astrothesaurus.org/uat/Tektites,
Telescope focal plane photography,http://astrothesaurus.org/uat/1687,http://astrothesaurus.org/uat/TelescopeFocalPlanePhotography,
Telescope mounts,http://astrothesaurus.org/uat/1688,http://astrothesaurus.org/uat/TelescopeMounts,
Telescopes,http://astrothesaurus.org/uat/1689,http://astrothesaurus.org/uat/Telescopes,
Termination shock,http://astrothesaurus.org/uat/1690,http://astrothesaurus.org/uat/TerminationShock,
Tertiary stars,http://astrothesaurus.org/uat/1691,http://astrothesaurus.org/uat/TertiaryStars,
The Moon,http://astrothesaurus.org/uat/1692,http://astrothesaurus.org/uat/TheMoon,
The Sun,http://astrothesaurus.org/uat/1693,http://astrothesaurus.org/uat/TheSun,
Thermosphere,http://astrothesaurus.org/uat/1694,http://astrothesaurus.org/uat/Thermosphere,
Three-body problem,http://astrothesaurus.org/uat/1695,http://astrothesaurus.org/uat/Three-BodyProblem,
Tidal disruption,http://astrothesaurus.org/uat/1696,http://astrothesaurus.org/uat/TidalDisruption,
Tidal distortion,http://astrothesaurus.org/uat/1697,http://astrothesaurus.org/uat/TidalDistortion,
Tidal friction,http://astrothesaurus.org/uat/1698,http://astrothesaurus.org/uat/TidalFriction,
Tidal interaction,http://astrothesaurus.org/uat/1699,http://astrothesaurus.org/uat/TidalInteraction,
Tidal radius,http://astrothesaurus.org/uat/1700,http://astrothesaurus.org/uat/TidalRadius,
Tidal tails,http://astrothesaurus.org/uat/1701,http://astrothesaurus.org/uat/TidalTails,
Tides,http://astrothesaurus.org/uat/1702,http://astrothesaurus.org/uat/Tides,
Timing variation methods,http://astrothesaurus.org/uat/1703,http://astrothesaurus.org/uat/TimingVariationMethods,
Total eclipses,http://astrothesaurus.org/uat/1704,http://astrothesaurus.org/uat/TotalEclipses,
Transit duration variation method,http://astrothesaurus.org/uat/1707,http://astrothesaurus.org/uat/TransitDurationVariationMethod,
Transit instruments,http://astrothesaurus.org/uat/1708,http://astrothesaurus.org/uat/TransitInstruments,
Transit photometry [Exoplanets],http://astrothesaurus.org/uat/1709,http://astrothesaurus.org/uat/TransitPhotometry_(Exoplanets),
Transit timing variation method,http://astrothesaurus.org/uat/1710,http://astrothesaurus.org/uat/TransitTimingVariationMethod,
Transits,http://astrothesaurus.org/uat/1711,http://astrothesaurus.org/uat/Transits,
Trans-Neptunian objects,http://astrothesaurus.org/uat/1705,http://astrothesaurus.org/uat/Trans-NeptunianObjects,
Trans-Planckian physics,http://astrothesaurus.org/uat/1706,http://astrothesaurus.org/uat/Trans-PlanckianPhysics,
Triangulum Galaxy,http://astrothesaurus.org/uat/1712,http://astrothesaurus.org/uat/TriangulumGalaxy,
Trigonometric parallax,http://astrothesaurus.org/uat/1713,http://astrothesaurus.org/uat/TrigonometricParallax,
Trinary stars,http://astrothesaurus.org/uat/1714,http://astrothesaurus.org/uat/TrinaryStars,
Trojan asteroids,http://astrothesaurus.org/uat/1715,http://astrothesaurus.org/uat/TrojanAsteroids,
Trojan planets,http://astrothesaurus.org/uat/1716,http://astrothesaurus.org/uat/TrojanPlanets,
Tropopause,http://astrothesaurus.org/uat/1717,http://astrothesaurus.org/uat/Tropopause,
Troposphere,http://astrothesaurus.org/uat/1718,http://astrothesaurus.org/uat/Troposphere,
True anomaly,http://astrothesaurus.org/uat/1719,http://astrothesaurus.org/uat/TrueAnomaly,
True position,http://astrothesaurus.org/uat/1720,http://astrothesaurus.org/uat/TruePosition,
Turnoff point,http://astrothesaurus.org/uat/1721,http://astrothesaurus.org/uat/TurnoffPoint,
Twilight,http://astrothesaurus.org/uat/1722,http://astrothesaurus.org/uat/Twilight,
Two-body problem,http://astrothesaurus.org/uat/1723,http://astrothesaurus.org/uat/Two-BodyProblem,
Two-color diagrams,http://astrothesaurus.org/uat/1724,http://astrothesaurus.org/uat/Two-ColorDiagrams,
Two-dimensional gravity,http://astrothesaurus.org/uat/1725,http://astrothesaurus.org/uat/Two-DimensionalGravity,
Two-spectrum binary stars,http://astrothesaurus.org/uat/1726,http://astrothesaurus.org/uat/Two-SpectrumBinaryStars,
Twotinos,http://astrothesaurus.org/uat/1727,http://astrothesaurus.org/uat/Twotinos,
Type Ia supernovae,http://astrothesaurus.org/uat/1728,http://astrothesaurus.org/uat/TypeIaSupernovae,
Type Ib supernovae,http://astrothesaurus.org/uat/1729,http://astrothesaurus.org/uat/TypeIbSupernovae,
Type Ic supernovae,http://astrothesaurus.org/uat/1730,http://astrothesaurus.org/uat/TypeIcSupernovae,
Type II supernovae,http://astrothesaurus.org/uat/1731,http://astrothesaurus.org/uat/TypeIiSupernovae,
U Geminorum stars,http://astrothesaurus.org/uat/1732,http://astrothesaurus.org/uat/UGeminorumStars,
Ultracompact dwarf galaxies,http://astrothesaurus.org/uat/1734,http://astrothesaurus.org/uat/UltracompactDwarfGalaxies,
Ultra-high-energy cosmic radiation,http://astrothesaurus.org/uat/1733,http://astrothesaurus.org/uat/Ultra-High-EnergyCosmicRadiation,
Ultraluminous infrared galaxies,http://astrothesaurus.org/uat/1735,http://astrothesaurus.org/uat/UltraluminousInfraredGalaxies,
Ultraviolet astronomy,http://astrothesaurus.org/uat/1736,http://astrothesaurus.org/uat/UltravioletAstronomy,
Ultraviolet color,http://astrothesaurus.org/uat/1737,http://astrothesaurus.org/uat/UltravioletColor,
Ultraviolet extinction,http://astrothesaurus.org/uat/1738,http://astrothesaurus.org/uat/UltravioletExtinction,
Ultraviolet observatories,http://astrothesaurus.org/uat/1739,http://astrothesaurus.org/uat/UltravioletObservatories,
Ultraviolet photometry,http://astrothesaurus.org/uat/1740,http://astrothesaurus.org/uat/UltravioletPhotometry,
Ultraviolet sources,http://astrothesaurus.org/uat/1741,http://astrothesaurus.org/uat/UltravioletSources,
Ultraviolet surveys,http://astrothesaurus.org/uat/1742,http://astrothesaurus.org/uat/UltravioletSurveys,
Ultraviolet telescopes,http://astrothesaurus.org/uat/1743,http://astrothesaurus.org/uat/UltravioletTelescopes,
Umbra,http://astrothesaurus.org/uat/1744,http://astrothesaurus.org/uat/Umbra,
Unbarred spiral galaxies,http://astrothesaurus.org/uat/1745,http://astrothesaurus.org/uat/UnbarredSpiralGalaxies,
Uncharged black holes,http://astrothesaurus.org/uat/1746,http://astrothesaurus.org/uat/UnchargedBlackHoles,
Underabundance,http://astrothesaurus.org/uat/1747,http://astrothesaurus.org/uat/Underabundance,
Upper atmosphere,http://astrothesaurus.org/uat/1748,http://astrothesaurus.org/uat/UpperAtmosphere,
Upsilon Sagittarii stars,http://astrothesaurus.org/uat/1749,http://astrothesaurus.org/uat/UpsilonSagittariiStars,
Uranian satellites,http://astrothesaurus.org/uat/1750,http://astrothesaurus.org/uat/UranianSatellites,
Uranus,http://astrothesaurus.org/uat/1751,http://astrothesaurus.org/uat/Uranus,
Urca process,http://astrothesaurus.org/uat/1752,http://astrothesaurus.org/uat/UrcaProcess,
Ursa Minor dwarf spheroidal galaxy,http://astrothesaurus.org/uat/1753,http://astrothesaurus.org/uat/UrsaMinorDwarfSpheroidalGalaxy,
UU Herculis stars,http://astrothesaurus.org/uat/1754,http://astrothesaurus.org/uat/UuHerculisStars,
UV Ceti stars,http://astrothesaurus.org/uat/1755,http://astrothesaurus.org/uat/UvCetiStars,
UV Persei stars,http://astrothesaurus.org/uat/1756,http://astrothesaurus.org/uat/UvPerseiStars,
UX Ursae Majoris stars,http://astrothesaurus.org/uat/1757,http://astrothesaurus.org/uat/UxUrsaeMajorisStars,
Van Allen radiation belt,http://astrothesaurus.org/uat/1758,http://astrothesaurus.org/uat/VanAllenRadiationBelt,
Variable radiation sources,http://astrothesaurus.org/uat/1759,http://astrothesaurus.org/uat/VariableRadiationSources,
Variable star period change,http://astrothesaurus.org/uat/1760,http://astrothesaurus.org/uat/VariableStarPeriodChange,
Variable stars,http://astrothesaurus.org/uat/1761,http://astrothesaurus.org/uat/VariableStars,
Varuna,http://astrothesaurus.org/uat/1762,http://astrothesaurus.org/uat/Varuna,
Venus,http://astrothesaurus.org/uat/1763,http://astrothesaurus.org/uat/Venus,
Vernal equinox,http://astrothesaurus.org/uat/1764,http://astrothesaurus.org/uat/VernalEquinox,
Vertical circle,http://astrothesaurus.org/uat/1765,http://astrothesaurus.org/uat/VerticalCircle,
Very Large Array,http://astrothesaurus.org/uat/1766,http://astrothesaurus.org/uat/VeryLargeArray,
Very Large Telescope,http://astrothesaurus.org/uat/1767,http://astrothesaurus.org/uat/VeryLargeTelescope,
Very long baseline interferometers,http://astrothesaurus.org/uat/1768,http://astrothesaurus.org/uat/VeryLongBaselineInterferometers,
Very long baseline interferometry,http://astrothesaurus.org/uat/1769,http://astrothesaurus.org/uat/VeryLongBaselineInterferometry,
Very small grains,http://astrothesaurus.org/uat/1770,http://astrothesaurus.org/uat/VerySmallGrains,
Vilnius photometry,http://astrothesaurus.org/uat/1771,http://astrothesaurus.org/uat/VilniusPhotometry,
Virgo Cluster,http://astrothesaurus.org/uat/1772,http://astrothesaurus.org/uat/VirgoCluster,
Virgo Supercluster,http://astrothesaurus.org/uat/1773,http://astrothesaurus.org/uat/VirgoSupercluster,
Virtual observatories,http://astrothesaurus.org/uat/1774,http://astrothesaurus.org/uat/VirtualObservatories,
Visibility function,http://astrothesaurus.org/uat/1775,http://astrothesaurus.org/uat/VisibilityFunction,
Visible astronomy,http://astrothesaurus.org/uat/1776,http://astrothesaurus.org/uat/VisibleAstronomy,
Visual binary stars,http://astrothesaurus.org/uat/1777,http://astrothesaurus.org/uat/VisualBinaryStars,
Visual observation,http://astrothesaurus.org/uat/1778,http://astrothesaurus.org/uat/VisualObservation,
Voids,http://astrothesaurus.org/uat/1779,http://astrothesaurus.org/uat/Voids,
Volcanoes,http://astrothesaurus.org/uat/1780,http://astrothesaurus.org/uat/Volcanoes,
von Zeipel theorem,http://astrothesaurus.org/uat/1781,http://astrothesaurus.org/uat/VonZeipelTheorem,
VY Sculpturis stars,http://astrothesaurus.org/uat/1782,http://astrothesaurus.org/uat/VySculpturis,
W Ursae Majoris variable stars,http://astrothesaurus.org/uat/1783,http://astrothesaurus.org/uat/WUrsaeMajorisVariableStars,
W Virginis variable stars,http://astrothesaurus.org/uat/1784,http://astrothesaurus.org/uat/WVirginisVariables,
Walraven photometry,http://astrothesaurus.org/uat/1785,http://astrothesaurus.org/uat/WalravenPhotometry,
Warm dark matter,http://astrothesaurus.org/uat/1787,http://astrothesaurus.org/uat/WarmDarkMatter,
Warm ionized medium,http://astrothesaurus.org/uat/1788,http://astrothesaurus.org/uat/WarmIonizedMedium,
Warm neutral medium,http://astrothesaurus.org/uat/1789,http://astrothesaurus.org/uat/WarmNeutralMedium,
Warm-hot intergalactic medium,http://astrothesaurus.org/uat/1786,http://astrothesaurus.org/uat/Warm-HotIntergalacticMedium,
Water masers,http://astrothesaurus.org/uat/1790,http://astrothesaurus.org/uat/WaterMasers,
Water vapor,http://astrothesaurus.org/uat/1791,http://astrothesaurus.org/uat/WaterVapor,
Waveband photometry,http://astrothesaurus.org/uat/1792,http://astrothesaurus.org/uat/WavebandPhotometry,
WC stars,http://astrothesaurus.org/uat/1793,http://astrothesaurus.org/uat/WcStars,
WCN stars,http://astrothesaurus.org/uat/1794,http://astrothesaurus.org/uat/WcnStars,
Weak G band stars,http://astrothesaurus.org/uat/1796,http://astrothesaurus.org/uat/WeakGBandStars,
Weak gravitational lensing,http://astrothesaurus.org/uat/1797,http://astrothesaurus.org/uat/WeakGravitationalLensing,
Weak-line T Tauri stars,http://astrothesaurus.org/uat/1795,http://astrothesaurus.org/uat/Weak-LineTTauriStars,
White dwarf evolution,http://astrothesaurus.org/uat/1798,http://astrothesaurus.org/uat/WhiteDwarfEvolution,
White dwarf stars,http://astrothesaurus.org/uat/1799,http://astrothesaurus.org/uat/WhiteDwarfs,
Wide binary stars,http://astrothesaurus.org/uat/1801,http://astrothesaurus.org/uat/WideBinaryStars,
Wide-field telescopes,http://astrothesaurus.org/uat/1800,http://astrothesaurus.org/uat/Wide-FieldTelescopes,
Wilson effect,http://astrothesaurus.org/uat/1803,http://astrothesaurus.org/uat/WilsonEffect,
Wilson-Bappu Effect,http://astrothesaurus.org/uat/1802,http://astrothesaurus.org/uat/Wilson-BappuEffect,
Winter solstice,http://astrothesaurus.org/uat/1804,http://astrothesaurus.org/uat/WinterSolstice,
WN stars,http://astrothesaurus.org/uat/1805,http://astrothesaurus.org/uat/WnStars,
Wolf diagram,http://astrothesaurus.org/uat/1807,http://astrothesaurus.org/uat/WolfDiagram,
Wolf-Rayet stars,http://astrothesaurus.org/uat/1806,http://astrothesaurus.org/uat/Wolf-RayetStars,
Wormholes,http://astrothesaurus.org/uat/1808,http://astrothesaurus.org/uat/Wormholes,
WZ Sagittae stars,http://astrothesaurus.org/uat/1809,http://astrothesaurus.org/uat/WzSagittaeStars,
Xenobiology,http://astrothesaurus.org/uat/1826,http://astrothesaurus.org/uat/Xenobiology,
X-ray astronomy,http://astrothesaurus.org/uat/1810,http://astrothesaurus.org/uat/X-RayAstronomy,
X-ray binary stars,http://astrothesaurus.org/uat/1811,http://astrothesaurus.org/uat/X-RayBinaryStars,
X-ray bright point,http://astrothesaurus.org/uat/1812,http://astrothesaurus.org/uat/X-RayBrightPoint,
X-ray bursters,http://astrothesaurus.org/uat/1813,http://astrothesaurus.org/uat/X-RayBursters,
X-ray bursts,http://astrothesaurus.org/uat/1814,http://astrothesaurus.org/uat/X-RayBursts,
X-ray detectors,http://astrothesaurus.org/uat/1815,http://astrothesaurus.org/uat/X-RayDetectors,
X-ray flares,http://astrothesaurus.org/uat/1816,http://astrothesaurus.org/uat/X-RayFlares,
X-ray identification,http://astrothesaurus.org/uat/1817,http://astrothesaurus.org/uat/X-RayIdentification,
X-ray novae,http://astrothesaurus.org/uat/1818,http://astrothesaurus.org/uat/X-RayNovae,
X-ray observatories,http://astrothesaurus.org/uat/1819,http://astrothesaurus.org/uat/X-RayObservatories,
X-ray photometry,http://astrothesaurus.org/uat/1820,http://astrothesaurus.org/uat/X-RayPhotometry,
X-ray quasars,http://astrothesaurus.org/uat/1821,http://astrothesaurus.org/uat/X-RayQuasars,
X-ray sources,http://astrothesaurus.org/uat/1822,http://astrothesaurus.org/uat/X-RaySources,
X-ray stars,http://astrothesaurus.org/uat/1823,http://astrothesaurus.org/uat/X-RayStars,
X-ray surveys,http://astrothesaurus.org/uat/1824,http://astrothesaurus.org/uat/X-RaySurveys,
X-ray telescopes,http://astrothesaurus.org/uat/1825,http://astrothesaurus.org/uat/X-RayTelescopes,
Yellow hypergiant stars,http://astrothesaurus.org/uat/1828,http://astrothesaurus.org/uat/YellowHypergiantStars,
Yellow stragglers,http://astrothesaurus.org/uat/1829,http://astrothesaurus.org/uat/YellowStragglers,
Yerkes classification,http://astrothesaurus.org/uat/1830,http://astrothesaurus.org/uat/YerkesClassification,
Yoke mounts,http://astrothesaurus.org/uat/1831,http://astrothesaurus.org/uat/YokeMounts,
Young disk Cepheid variable stars,http://astrothesaurus.org/uat/1832,http://astrothesaurus.org/uat/YoungDiskCepheids,
Young star clusters,http://astrothesaurus.org/uat/1833,http://astrothesaurus.org/uat/YoungStarClusters,
Young stellar objects,http://astrothesaurus.org/uat/1834,http://astrothesaurus.org/uat/YoungStellarObjects,
Z Andromedae stars,http://astrothesaurus.org/uat/1835,http://astrothesaurus.org/uat/ZAndromedaeStars,
Z Camelopardalis stars,http://astrothesaurus.org/uat/1836,http://astrothesaurus.org/uat/ZCamelopardalisStars,
Zeeman–Doppler imaging,http://astrothesaurus.org/uat/1837,http://astrothesaurus.org/uat/ZeemanDopplerImaging,
Zenith,http://astrothesaurus.org/uat/1838,http://astrothesaurus.org/uat/Zenith,
Zenith hourly rate,http://astrothesaurus.org/uat/1839,http://astrothesaurus.org/uat/ZenithHourlyRate,
Zenith telescopes,http://astrothesaurus.org/uat/1840,http://astrothesaurus.org/uat/ZenithTelescopes,
Zenith tubes,http://astrothesaurus.org/uat/1841,http://astrothesaurus.org/uat/ZenithTubes,
Zero-age horizontal branch stars,http://astrothesaurus.org/uat/1842,http://astrothesaurus.org/uat/Zero-AgeHorizontalBranchStars,
Zero-age main sequence stars,http://astrothesaurus.org/uat/1843,http://astrothesaurus.org/uat/Zero-AgeMainSequenceStars,
Zirconium stars,http://astrothesaurus.org/uat/1844,http://astrothesaurus.org/uat/ZirconiumStars,
Zodiacal cloud,http://astrothesaurus.org/uat/1845,http://astrothesaurus.org/uat/ZodiacalCloud,
