preferred term,UAT v.2.0.0 URI,UAT v.1.1.0 URI,UAT v.1.1.0 URI
Ring singularities,http://astrothesaurus.org/uat/1402,http://astrothesaurus.org/uat/RingSingularities,
Ritchey–Chrétien telescopes,http://astrothesaurus.org/uat/1403,http://astrothesaurus.org/uat/RitcheyChretienTelescopes,
Roche limit,http://astrothesaurus.org/uat/1404,http://astrothesaurus.org/uat/RocheLimit,
Roche lobe,http://astrothesaurus.org/uat/1405,http://astrothesaurus.org/uat/RocheLobe,
Rotating black holes,http://astrothesaurus.org/uat/1406,http://astrothesaurus.org/uat/RotatingBlackHoles,
Rotating shells,http://astrothesaurus.org/uat/1407,http://astrothesaurus.org/uat/RotatingShell,
Rotation powered pulsars,http://astrothesaurus.org/uat/1408,http://astrothesaurus.org/uat/RotationPoweredPulsars,
Rovers,http://astrothesaurus.org/uat/1409,http://astrothesaurus.org/uat/Rovers,
R-process,http://astrothesaurus.org/uat/1324,http://astrothesaurus.org/uat/R-Process,
RR Lyrae variable stars,http://astrothesaurus.org/uat/1410,http://astrothesaurus.org/uat/RrLyraeVariableStars,
RR Telescopii stars,http://astrothesaurus.org/uat/1411,http://astrothesaurus.org/uat/RrTelescopiiStars,
RRA stars,http://astrothesaurus.org/uat/1412,http://astrothesaurus.org/uat/RraStars,
RRab stars,http://astrothesaurus.org/uat/1413,http://astrothesaurus.org/uat/RrabStars,
RRb stars,http://astrothesaurus.org/uat/1414,http://astrothesaurus.org/uat/RrbStars,
RRc stars,http://astrothesaurus.org/uat/1415,http://astrothesaurus.org/uat/RrcStars,
RS Canum Venaticorum variable stars,http://astrothesaurus.org/uat/1416,http://astrothesaurus.org/uat/RsCanumVenaticorumVariables,
Runaway stars,http://astrothesaurus.org/uat/1417,http://astrothesaurus.org/uat/RunawayStars,
RV Tauri variable stars,http://astrothesaurus.org/uat/1418,http://astrothesaurus.org/uat/RvTauriVariables,
S Doradus stars,http://astrothesaurus.org/uat/1420,http://astrothesaurus.org/uat/SDoradusStars,
S stars,http://astrothesaurus.org/uat/1421,http://astrothesaurus.org/uat/SStars,
S Vulpeculae stars,http://astrothesaurus.org/uat/1422,http://astrothesaurus.org/uat/SVulpeculaeStars,
Sagittarius dwarf spheroidal galaxy,http://astrothesaurus.org/uat/1423,http://astrothesaurus.org/uat/SagittariusDwarfSpheroidalGalaxy,
Saros cycle,http://astrothesaurus.org/uat/1424,http://astrothesaurus.org/uat/SarosCycle,
Satellite formation,http://astrothesaurus.org/uat/1425,http://astrothesaurus.org/uat/SatelliteFormation,
Saturn,http://astrothesaurus.org/uat/1426,http://astrothesaurus.org/uat/Saturn,
Saturnian satellites,http://astrothesaurus.org/uat/1427,http://astrothesaurus.org/uat/SaturnianSatellites,
Scalar-tensor-vector gravity,http://astrothesaurus.org/uat/1428,http://astrothesaurus.org/uat/Scalar-Tensor-VectorGravity,
Scale height,http://astrothesaurus.org/uat/1429,http://astrothesaurus.org/uat/ScaleHeight,
Scattered disk objects,http://astrothesaurus.org/uat/1430,http://astrothesaurus.org/uat/ScatteredDiskObjects,
Schmidt cameras,http://astrothesaurus.org/uat/1432,http://astrothesaurus.org/uat/SchmidtCameras,
Schmidt-Cassegrain telescopes,http://astrothesaurus.org/uat/1431,http://astrothesaurus.org/uat/Schmidt-CassegrainTelescopes,
Schwarzschild black holes,http://astrothesaurus.org/uat/1433,http://astrothesaurus.org/uat/SchwarzschildBlackHoles,
Schwarzschild metric,http://astrothesaurus.org/uat/1434,http://astrothesaurus.org/uat/SchwarzschildMetric,
Schwarzschild radius,http://astrothesaurus.org/uat/1435,http://astrothesaurus.org/uat/SchwarzschildRadius,
Sculptor dwarf elliptical galaxy,http://astrothesaurus.org/uat/1436,http://astrothesaurus.org/uat/SculptorDwarfEllipticalGalaxy,
Seasonal phenomena,http://astrothesaurus.org/uat/1437,http://astrothesaurus.org/uat/SeasonalPhenomena,
Secondary cosmic rays,http://astrothesaurus.org/uat/1438,http://astrothesaurus.org/uat/SecondaryCosmicRays,
Secular parallax,http://astrothesaurus.org/uat/1439,http://astrothesaurus.org/uat/SecularParallax,
Sedna,http://astrothesaurus.org/uat/1440,http://astrothesaurus.org/uat/Sedna,
Selenology,http://astrothesaurus.org/uat/1441,http://astrothesaurus.org/uat/Selenology,
Semi-barium stars,http://astrothesaurus.org/uat/1442,http://astrothesaurus.org/uat/Semi-BariumStars,
Semi-detached binary stars,http://astrothesaurus.org/uat/1443,http://astrothesaurus.org/uat/Semi-DetachedBinaryStars,
Semimajor axis,http://astrothesaurus.org/uat/1445,http://astrothesaurus.org/uat/SemimajorAxis,
Semiminor axis,http://astrothesaurus.org/uat/1446,http://astrothesaurus.org/uat/SemiminorAxis,
Semi-regular variable stars,http://astrothesaurus.org/uat/1444,http://astrothesaurus.org/uat/Semi-RegularVariableStars,
Seyfert galaxies,http://astrothesaurus.org/uat/1447,http://astrothesaurus.org/uat/SeyfertGalaxies,http://astrothesaurus.org/uat/SemiregularVariables
Seyfert's sextant,http://astrothesaurus.org/uat/1448,http://astrothesaurus.org/uat/SeyfertsSextant,
Shadow bands,http://astrothesaurus.org/uat/1449,http://astrothesaurus.org/uat/ShadowBands,
Shell burning,http://astrothesaurus.org/uat/1450,http://astrothesaurus.org/uat/ShellBurning,
Shepherd satellites,http://astrothesaurus.org/uat/1451,http://astrothesaurus.org/uat/ShepherdSatellites,
Short period comets,http://astrothesaurus.org/uat/1452,http://astrothesaurus.org/uat/ShortPeriodComets,
Short period variable stars,http://astrothesaurus.org/uat/1453,http://astrothesaurus.org/uat/ShortPeriodVariableStars,
Siderostats,http://astrothesaurus.org/uat/1454,http://astrothesaurus.org/uat/Siderostats,
Sigma8,http://astrothesaurus.org/uat/1455,http://astrothesaurus.org/uat/Sigma8,
Silicate grains,http://astrothesaurus.org/uat/1456,http://astrothesaurus.org/uat/SilicateGrains,
Silicon burning,http://astrothesaurus.org/uat/1457,http://astrothesaurus.org/uat/SiliconBurning,
Silicon monoxide masers,http://astrothesaurus.org/uat/1458,http://astrothesaurus.org/uat/SiliconMonoxideMasers,
Silicon stars,http://astrothesaurus.org/uat/1459,http://astrothesaurus.org/uat/SiliconStars,
Single X-ray stars,http://astrothesaurus.org/uat/1461,http://astrothesaurus.org/uat/SingleX-RayStars,
Single-dish antennas,http://astrothesaurus.org/uat/1460,http://astrothesaurus.org/uat/Single-DishAntennas,
Sky brightness,http://astrothesaurus.org/uat/1462,http://astrothesaurus.org/uat/SkyBrightness,
Sky noise,http://astrothesaurus.org/uat/1463,http://astrothesaurus.org/uat/SkyNoise,
Sky surveys,http://astrothesaurus.org/uat/1464,http://astrothesaurus.org/uat/SkySurveys,
Sloan photometry,http://astrothesaurus.org/uat/1465,http://astrothesaurus.org/uat/SloanPhotometry,
Slow irregular variable stars,http://astrothesaurus.org/uat/1466,http://astrothesaurus.org/uat/SlowIrregularVariables,
Slow novae,http://astrothesaurus.org/uat/1467,http://astrothesaurus.org/uat/SlowNovae,
Small Magellanic Cloud,http://astrothesaurus.org/uat/1468,http://astrothesaurus.org/uat/SmallMagellanicCloud,
Small solar system bodies,http://astrothesaurus.org/uat/1469,http://astrothesaurus.org/uat/SmallSolarSystemBodies,
Sociology of astronomy,http://astrothesaurus.org/uat/1470,http://astrothesaurus.org/uat/SociologyOfAstronomy,
Soft gamma ray repeaters,http://astrothesaurus.org/uat/1471,http://astrothesaurus.org/uat/SoftGammaRayRepeaters,
Solar abundances,http://astrothesaurus.org/uat/1474,http://astrothesaurus.org/uat/SolarAbundances,
Solar activity,http://astrothesaurus.org/uat/1475,http://astrothesaurus.org/uat/SolarActivity,
Solar astronomy,http://astrothesaurus.org/uat/1476,http://astrothesaurus.org/uat/SolarAstronomy,
Solar atmosphere,http://astrothesaurus.org/uat/1477,http://astrothesaurus.org/uat/SolarAtmosphere,
Solar atmospheric motions,http://astrothesaurus.org/uat/1478,http://astrothesaurus.org/uat/SolarAtmosphericMotions,
Solar chromosphere,http://astrothesaurus.org/uat/1479,http://astrothesaurus.org/uat/SolarChromosphere,
Solar composition,http://astrothesaurus.org/uat/1480,http://astrothesaurus.org/uat/SolarComposition,
Solar constant,http://astrothesaurus.org/uat/1481,http://astrothesaurus.org/uat/SolarConstant,
Solar core,http://astrothesaurus.org/uat/1482,http://astrothesaurus.org/uat/SolarCore,
Solar corona,http://astrothesaurus.org/uat/1483,http://astrothesaurus.org/uat/SolarCorona,
Solar coronal holes,http://astrothesaurus.org/uat/1484,http://astrothesaurus.org/uat/SolarCoronalHoles,
Solar coronal loops,http://astrothesaurus.org/uat/1485,http://astrothesaurus.org/uat/SolarCoronalLoops,
Solar coronal streamers,http://astrothesaurus.org/uat/1486,http://astrothesaurus.org/uat/SolarCoronalStreamers,
Solar cycle,http://astrothesaurus.org/uat/1487,http://astrothesaurus.org/uat/SolarCycle,
Solar diameter,http://astrothesaurus.org/uat/1488,http://astrothesaurus.org/uat/SolarDiameter,
Solar eclipses,http://astrothesaurus.org/uat/1489,http://astrothesaurus.org/uat/SolarEclipses,
Solar electromagnetic emission,http://astrothesaurus.org/uat/1490,http://astrothesaurus.org/uat/SolarElectromagneticEmission,
Solar energetic particles,http://astrothesaurus.org/uat/1491,http://astrothesaurus.org/uat/SolarEnergeticParticles,
Solar evolution,http://astrothesaurus.org/uat/1492,http://astrothesaurus.org/uat/SolarEvolution,
Solar extreme ultraviolet emission,http://astrothesaurus.org/uat/1493,http://astrothesaurus.org/uat/SolarExtremeUltravioletEmission,
Solar faculae,http://astrothesaurus.org/uat/1494,http://astrothesaurus.org/uat/SolarFaculae,
Solar filaments,http://astrothesaurus.org/uat/1495,http://astrothesaurus.org/uat/SolarFilaments,
Solar flares,http://astrothesaurus.org/uat/1496,http://astrothesaurus.org/uat/SolarFlares,
Solar gamma ray emission,http://astrothesaurus.org/uat/1497,http://astrothesaurus.org/uat/SolarGammaRayEmission,
Solar granulation,http://astrothesaurus.org/uat/1498,http://astrothesaurus.org/uat/SolarGranulation,
Solar instruments,http://astrothesaurus.org/uat/1499,http://astrothesaurus.org/uat/SolarInstruments,
Solar interior,http://astrothesaurus.org/uat/1500,http://astrothesaurus.org/uat/SolarInterior,
Solar irradiance,http://astrothesaurus.org/uat/1501,http://astrothesaurus.org/uat/SolarIrradiance,
Solar macrospicules,http://astrothesaurus.org/uat/1502,http://astrothesaurus.org/uat/SolarMacrospicules,
Solar magnetic fields,http://astrothesaurus.org/uat/1503,http://astrothesaurus.org/uat/SolarMagneticFields,
Solar magnetic reconnection,http://astrothesaurus.org/uat/1504,http://astrothesaurus.org/uat/SolarMagneticReconnection,
Solar magnetism,http://astrothesaurus.org/uat/1505,http://astrothesaurus.org/uat/SolarMagnetism,
Solar mass,http://astrothesaurus.org/uat/1506,http://astrothesaurus.org/uat/SolarMass,
Solar motion,http://astrothesaurus.org/uat/1507,http://astrothesaurus.org/uat/SolarMotion,
Solar nebulae,http://astrothesaurus.org/uat/1508,http://astrothesaurus.org/uat/SolarNebulae,
Solar neighborhood,http://astrothesaurus.org/uat/1509,http://astrothesaurus.org/uat/SolarNeighborhood,
Solar neutrino problem,http://astrothesaurus.org/uat/1510,http://astrothesaurus.org/uat/SolarNeutrinoProblem,
Solar neutrinos,http://astrothesaurus.org/uat/1511,http://astrothesaurus.org/uat/SolarNeutrinos,
Solar neutrons,http://astrothesaurus.org/uat/1512,http://astrothesaurus.org/uat/SolarNeutrons,
Solar observatories,http://astrothesaurus.org/uat/1513,http://astrothesaurus.org/uat/SolarObservatories,
Solar optical telescopes,http://astrothesaurus.org/uat/1514,http://astrothesaurus.org/uat/SolarOpticalTelescopes,
Solar oscillations,http://astrothesaurus.org/uat/1515,http://astrothesaurus.org/uat/SolarOscillations,
Solar parallax,http://astrothesaurus.org/uat/1516,http://astrothesaurus.org/uat/SolarParallax,
Solar particle emission,http://astrothesaurus.org/uat/1517,http://astrothesaurus.org/uat/SolarParticleEmission,
Solar photosphere,http://astrothesaurus.org/uat/1518,http://astrothesaurus.org/uat/SolarPhotosphere,
Solar prominences,http://astrothesaurus.org/uat/1519,http://astrothesaurus.org/uat/SolarProminences,
Solar properties,http://astrothesaurus.org/uat/1520,http://astrothesaurus.org/uat/SolarProperties,
Solar radiation,http://astrothesaurus.org/uat/1521,http://astrothesaurus.org/uat/SolarRadiation,
Solar radio emission,http://astrothesaurus.org/uat/1522,http://astrothesaurus.org/uat/SolarRadioEmission,
Solar radio telescopes,http://astrothesaurus.org/uat/1523,http://astrothesaurus.org/uat/SolarRadioTelescopes,
Solar rotation,http://astrothesaurus.org/uat/1524,http://astrothesaurus.org/uat/SolarRotation,
Solar spicules,http://astrothesaurus.org/uat/1525,http://astrothesaurus.org/uat/SolarSpicules,
Solar storm,http://astrothesaurus.org/uat/1526,http://astrothesaurus.org/uat/SolarStorm,
Solar surface,http://astrothesaurus.org/uat/1527,http://astrothesaurus.org/uat/SolarSurface,
Solar system,http://astrothesaurus.org/uat/1528,http://astrothesaurus.org/uat/SolarSystem,
Solar system astronomy,http://astrothesaurus.org/uat/1529,http://astrothesaurus.org/uat/SolarSystemAstronomy,
Solar system formation,http://astrothesaurus.org/uat/1530,http://astrothesaurus.org/uat/SolarSystemFormation,
Solar telescopes,http://astrothesaurus.org/uat/1531,http://astrothesaurus.org/uat/SolarTelescopes,
Solar transition region,http://astrothesaurus.org/uat/1532,http://astrothesaurus.org/uat/SolarTransitionRegion,
Solar ultraviolet emission,http://astrothesaurus.org/uat/1533,http://astrothesaurus.org/uat/SolarUltravioletEmission,
Solar wind,http://astrothesaurus.org/uat/1534,http://astrothesaurus.org/uat/SolarWind,
Solar wind termination,http://astrothesaurus.org/uat/1535,http://astrothesaurus.org/uat/SolarWindTermination,
Solar X-ray emission,http://astrothesaurus.org/uat/1536,http://astrothesaurus.org/uat/SolarX-RayEmission,
Solar-planetary interactions,http://astrothesaurus.org/uat/1472,http://astrothesaurus.org/uat/Solar-PlanetaryInteractions,
Solar-terrestrial interactions,http://astrothesaurus.org/uat/1473,http://astrothesaurus.org/uat/Solar-TerrestrialInteractions,
Solstice,http://astrothesaurus.org/uat/1537,http://astrothesaurus.org/uat/Solstice,
South celestial pole,http://astrothesaurus.org/uat/1538,http://astrothesaurus.org/uat/SouthCelestialPole,
South ecliptic pole,http://astrothesaurus.org/uat/1539,http://astrothesaurus.org/uat/SouthEclipticPole,
South galactic pole,http://astrothesaurus.org/uat/1540,http://astrothesaurus.org/uat/SouthGalacticPole,
Space astrometry,http://astrothesaurus.org/uat/1541,http://astrothesaurus.org/uat/SpaceAstrometry,
Space debris,http://astrothesaurus.org/uat/1542,http://astrothesaurus.org/uat/SpaceDebris,
Space observatories,http://astrothesaurus.org/uat/1543,http://astrothesaurus.org/uat/SpaceObservatories,
Space plasmas,http://astrothesaurus.org/uat/1544,http://astrothesaurus.org/uat/SpacePlasmas,
Space probes,http://astrothesaurus.org/uat/1545,http://astrothesaurus.org/uat/SpaceProbes,
Space research,http://astrothesaurus.org/uat/1546,http://astrothesaurus.org/uat/SpaceResearch,
Space telescopes,http://astrothesaurus.org/uat/1547,http://astrothesaurus.org/uat/SpaceTelescopes,
Space vehicle instruments,http://astrothesaurus.org/uat/1548,http://astrothesaurus.org/uat/SpaceVehicleInstruments,
Space vehicles,http://astrothesaurus.org/uat/1549,http://astrothesaurus.org/uat/SpaceVehicles,
Spacetime metric,http://astrothesaurus.org/uat/1550,http://astrothesaurus.org/uat/SpacetimeMetric,
Special relativity,http://astrothesaurus.org/uat/1551,http://astrothesaurus.org/uat/SpecialRelativity,
Speckle interferometry,http://astrothesaurus.org/uat/1552,http://astrothesaurus.org/uat/SpeckleInterferometry,
Spectral index,http://astrothesaurus.org/uat/1553,http://astrothesaurus.org/uat/SpectralIndex,
Spectrometers,http://astrothesaurus.org/uat/1554,http://astrothesaurus.org/uat/Spectrometers,
Spectrophotometric standards,http://astrothesaurus.org/uat/1555,http://astrothesaurus.org/uat/SpectrophotometricStandards,
Spectrophotometry,http://astrothesaurus.org/uat/1556,http://astrothesaurus.org/uat/Spectrophotometry,
Spectroscopic binary stars,http://astrothesaurus.org/uat/1557,http://astrothesaurus.org/uat/SpectroscopicBinaryStars,
Spectroscopy,http://astrothesaurus.org/uat/1558,http://astrothesaurus.org/uat/Spectroscopy,
Spiral arms,http://astrothesaurus.org/uat/1559,http://astrothesaurus.org/uat/SpiralArms,
Spiral galaxies,http://astrothesaurus.org/uat/1560,http://astrothesaurus.org/uat/SpiralGalaxies,
Spiral pitch angle,http://astrothesaurus.org/uat/1561,http://astrothesaurus.org/uat/SpiralPitchAngle,
Spokes,http://astrothesaurus.org/uat/1562,http://astrothesaurus.org/uat/Spokes,
S-process,http://astrothesaurus.org/uat/1419,http://astrothesaurus.org/uat/S-Process,
Standard candles,http://astrothesaurus.org/uat/1563,http://astrothesaurus.org/uat/StandardCandles,
Standard stars,http://astrothesaurus.org/uat/1564,http://astrothesaurus.org/uat/StandardStars,
Star atlases,http://astrothesaurus.org/uat/1566,http://astrothesaurus.org/uat/StarAtlases,
Star clusters,http://astrothesaurus.org/uat/1567,http://astrothesaurus.org/uat/StarClusters,
Star counts,http://astrothesaurus.org/uat/1568,http://astrothesaurus.org/uat/StarCounts,
Star formation,http://astrothesaurus.org/uat/1569,http://astrothesaurus.org/uat/StarFormation,
Starburst galaxies,http://astrothesaurus.org/uat/1570,http://astrothesaurus.org/uat/StarburstGalaxies,
Starlight polarization,http://astrothesaurus.org/uat/1571,http://astrothesaurus.org/uat/StarlightPolarization,
Starspots,http://astrothesaurus.org/uat/1572,http://astrothesaurus.org/uat/Starspots,
Statistical parallax,http://astrothesaurus.org/uat/1573,http://astrothesaurus.org/uat/StatisticalParallax,
Steady-state theory,http://astrothesaurus.org/uat/1574,http://astrothesaurus.org/uat/Steady-StateTheory,
Stefan's quintet,http://astrothesaurus.org/uat/1575,http://astrothesaurus.org/uat/StefansQuintet,
Stellar abundances,http://astrothesaurus.org/uat/1577,http://astrothesaurus.org/uat/StellarAbundances,
Stellar accretion,http://astrothesaurus.org/uat/1578,http://astrothesaurus.org/uat/StellarAccretion,
Stellar accretion disks,http://astrothesaurus.org/uat/1579,http://astrothesaurus.org/uat/StellarAccretionDisks,
Stellar activity,http://astrothesaurus.org/uat/1580,http://astrothesaurus.org/uat/StellarActivity,
Stellar ages,http://astrothesaurus.org/uat/1581,http://astrothesaurus.org/uat/StellarAges,
Stellar associations,http://astrothesaurus.org/uat/1582,http://astrothesaurus.org/uat/StellarAssociations,
Stellar astronomy,http://astrothesaurus.org/uat/1583,http://astrothesaurus.org/uat/StellarAstronomy,
Stellar atmospheres,http://astrothesaurus.org/uat/1584,http://astrothesaurus.org/uat/StellarAtmospheres,
Stellar atmospheric opacity,http://astrothesaurus.org/uat/1585,http://astrothesaurus.org/uat/StellarAtmosphericOpacity,
Stellar bow shocks,http://astrothesaurus.org/uat/1586,http://astrothesaurus.org/uat/StellarBowShocks,
Stellar bridges,http://astrothesaurus.org/uat/1587,http://astrothesaurus.org/uat/StellarBridges,
Stellar chemical composition,http://astrothesaurus.org/uat/1588,http://astrothesaurus.org/uat/StellarChemicalComposition,
Stellar classification,http://astrothesaurus.org/uat/1589,http://astrothesaurus.org/uat/StellarClassification,
Stellar colors,http://astrothesaurus.org/uat/1590,http://astrothesaurus.org/uat/StellarColors,
Stellar composition,http://astrothesaurus.org/uat/1591,http://astrothesaurus.org/uat/StellarComposition,
Stellar cores,http://astrothesaurus.org/uat/1592,http://astrothesaurus.org/uat/StellarCores,
Stellar diffusion,http://astrothesaurus.org/uat/1593,http://astrothesaurus.org/uat/StellarDiffusion,
Stellar disks,http://astrothesaurus.org/uat/1594,http://astrothesaurus.org/uat/StellarDisks,
Stellar distance,http://astrothesaurus.org/uat/1595,http://astrothesaurus.org/uat/StellarDistance,
Stellar dynamics,http://astrothesaurus.org/uat/1596,http://astrothesaurus.org/uat/StellarDynamics,
Stellar effective temperatures,http://astrothesaurus.org/uat/1597,http://astrothesaurus.org/uat/StellarEffectiveTemperatures,
Stellar elemental abundances,http://astrothesaurus.org/uat/1598,http://astrothesaurus.org/uat/StellarElementalAbundances,
Stellar evolution,http://astrothesaurus.org/uat/1599,http://astrothesaurus.org/uat/StellarEvolution,
Stellar evolutionary tracks,http://astrothesaurus.org/uat/1600,http://astrothesaurus.org/uat/StellarEvolutionaryTracks,
Stellar faculae,http://astrothesaurus.org/uat/1601,http://astrothesaurus.org/uat/StellarFaculae,
Stellar feedback,http://astrothesaurus.org/uat/1602,http://astrothesaurus.org/uat/StellarFeedback,
Stellar flares,http://astrothesaurus.org/uat/1603,http://astrothesaurus.org/uat/StellarFlares,
Stellar gas distribution,http://astrothesaurus.org/uat/1604,http://astrothesaurus.org/uat/StellarGasDistribution,
Stellar inner cores,http://astrothesaurus.org/uat/1605,http://astrothesaurus.org/uat/StellarInnerCore,
Stellar interiors,http://astrothesaurus.org/uat/1606,http://astrothesaurus.org/uat/StellarInterior,
Stellar jets,http://astrothesaurus.org/uat/1607,http://astrothesaurus.org/uat/StellarJets,
Stellar kinematics,http://astrothesaurus.org/uat/1608,http://astrothesaurus.org/uat/StellarKinematics,
Stellar luminosities,http://astrothesaurus.org/uat/1609,http://astrothesaurus.org/uat/StellarLuminosities,
Stellar magnetic fields,http://astrothesaurus.org/uat/1610,http://astrothesaurus.org/uat/StellarMagneticFields,
Stellar mass black holes,http://astrothesaurus.org/uat/1611,http://astrothesaurus.org/uat/StellarMassBlackHoles,
Stellar mass functions,http://astrothesaurus.org/uat/1612,http://astrothesaurus.org/uat/StellarMassFunctions,
Stellar mass loss,http://astrothesaurus.org/uat/1613,http://astrothesaurus.org/uat/StellarMassLoss,
Stellar masses,http://astrothesaurus.org/uat/1614,http://astrothesaurus.org/uat/StellarMasses,
Stellar motion,http://astrothesaurus.org/uat/1615,http://astrothesaurus.org/uat/StellarMotion,
Stellar nucleosynthesis,http://astrothesaurus.org/uat/1616,http://astrothesaurus.org/uat/StellarNucleosynthesis,
Stellar oscillations,http://astrothesaurus.org/uat/1617,http://astrothesaurus.org/uat/StellarOscillations,
Stellar parallax,http://astrothesaurus.org/uat/1618,http://astrothesaurus.org/uat/StellarParallax,
Stellar phenomena,http://astrothesaurus.org/uat/1619,http://astrothesaurus.org/uat/StellarPhenomena,
Stellar photometry,http://astrothesaurus.org/uat/1620,http://astrothesaurus.org/uat/StellarPhotometry,
Stellar physics,http://astrothesaurus.org/uat/1621,http://astrothesaurus.org/uat/StellarPhysics,
Stellar populations,http://astrothesaurus.org/uat/1622,http://astrothesaurus.org/uat/StellarPopulations,
Stellar processes,http://astrothesaurus.org/uat/1623,http://astrothesaurus.org/uat/StellarProcesses,
Stellar properties,http://astrothesaurus.org/uat/1624,http://astrothesaurus.org/uat/StellarProperties,
Stellar pulsations,http://astrothesaurus.org/uat/1625,http://astrothesaurus.org/uat/StellarPulsations,
Stellar radii,http://astrothesaurus.org/uat/1626,http://astrothesaurus.org/uat/StellarRadii,
Stellar remnants,http://astrothesaurus.org/uat/1627,http://astrothesaurus.org/uat/StellarRemnants,
Stellar rings,http://astrothesaurus.org/uat/1628,http://astrothesaurus.org/uat/StellarRings,
Stellar rotation,http://astrothesaurus.org/uat/1629,http://astrothesaurus.org/uat/StellarRotation,
Stellar spectral lines,http://astrothesaurus.org/uat/1630,http://astrothesaurus.org/uat/StellarSpectralLines,
Stellar structures,http://astrothesaurus.org/uat/1631,http://astrothesaurus.org/uat/StellarStructure,
Stellar surfaces,http://astrothesaurus.org/uat/1632,http://astrothesaurus.org/uat/StellarSurfaces,
Stellar tracking devices,http://astrothesaurus.org/uat/1633,http://astrothesaurus.org/uat/StellarTrackingDevices,
Stellar types,http://astrothesaurus.org/uat/1634,http://astrothesaurus.org/uat/StellarTypes,
Stellar wind bubbles,http://astrothesaurus.org/uat/1635,http://astrothesaurus.org/uat/StellarWindBubbles,
Stellar winds,http://astrothesaurus.org/uat/1636,http://astrothesaurus.org/uat/StellarWinds,
Stellar x-ray flares,http://astrothesaurus.org/uat/1637,http://astrothesaurus.org/uat/StellarX-RayFlares,
Stellar-interstellar interactions,http://astrothesaurus.org/uat/1576,http://astrothesaurus.org/uat/Stellar-InterstellarInteractions,
Stone circles,http://astrothesaurus.org/uat/1638,http://astrothesaurus.org/uat/StoneCircles,
Stratopause,http://astrothesaurus.org/uat/1639,http://astrothesaurus.org/uat/Stratopause,
Stratosphere,http://astrothesaurus.org/uat/1640,http://astrothesaurus.org/uat/Stratosphere,
Strömgren photometric system,http://astrothesaurus.org/uat/1641,http://astrothesaurus.org/uat/StromgrenPhotometricSystem,
Strömgren spheres,http://astrothesaurus.org/uat/1642,http://astrothesaurus.org/uat/StromgrenSpheres,
Strong gravitational lensing,http://astrothesaurus.org/uat/1643,http://astrothesaurus.org/uat/StrongGravitationalLensing,
Strontium stars,http://astrothesaurus.org/uat/1644,http://astrothesaurus.org/uat/StrontiumStars,
SU Ursae Majoris stars,http://astrothesaurus.org/uat/1645,http://astrothesaurus.org/uat/SuUrsaeMajorisStars,
Subgiant stars,http://astrothesaurus.org/uat/1646,http://astrothesaurus.org/uat/SubgiantStars,
Submillimeter astronomy,http://astrothesaurus.org/uat/1647,http://astrothesaurus.org/uat/SubmillimeterAstronomy,
Substellar companion stars,http://astrothesaurus.org/uat/1648,http://astrothesaurus.org/uat/SubstellarCompanions,
Summer solstice,http://astrothesaurus.org/uat/1649,http://astrothesaurus.org/uat/SummerSolstice,
Sunspot cycle,http://astrothesaurus.org/uat/1650,http://astrothesaurus.org/uat/SunspotCycle,
Sunspot groups,http://astrothesaurus.org/uat/1651,http://astrothesaurus.org/uat/SunspotGroups,
Sunspot number,http://astrothesaurus.org/uat/1652,http://astrothesaurus.org/uat/SunspotNumber,
Sunspots,http://astrothesaurus.org/uat/1653,http://astrothesaurus.org/uat/Sunspots,
Sunyaev-Zeldovich effect,http://astrothesaurus.org/uat/1654,http://astrothesaurus.org/uat/Sunyaev-ZeldovichEffect,
Super Earths,http://astrothesaurus.org/uat/1655,http://astrothesaurus.org/uat/SuperEarths,
Superbubbles,http://astrothesaurus.org/uat/1656,http://astrothesaurus.org/uat/Superbubbles,
Superclusters,http://astrothesaurus.org/uat/1657,http://astrothesaurus.org/uat/Superclusters,
Supergalactic coordinate system,http://astrothesaurus.org/uat/1658,http://astrothesaurus.org/uat/SupergalacticCoordinateSystem,
Supergalactic latitude,http://astrothesaurus.org/uat/1659,http://astrothesaurus.org/uat/SupergalacticLatitude,
Supergalactic longitude,http://astrothesaurus.org/uat/1660,http://astrothesaurus.org/uat/SupergalacticLongitude,
Supergiant stars,http://astrothesaurus.org/uat/1661,http://astrothesaurus.org/uat/SupergiantStars,
Supergranulation,http://astrothesaurus.org/uat/1662,http://astrothesaurus.org/uat/Supergranulation,
Supermassive black holes,http://astrothesaurus.org/uat/1663,http://astrothesaurus.org/uat/SupermassiveBlackHoles,
Supernova dynamics,http://astrothesaurus.org/uat/1664,http://astrothesaurus.org/uat/SupernovaDynamics,
Supernova evolution,http://astrothesaurus.org/uat/1665,http://astrothesaurus.org/uat/SupernovaEvolution,
Supernova neutrinos,http://astrothesaurus.org/uat/1666,http://astrothesaurus.org/uat/SupernovaNeutrinos,
Supernova remnants,http://astrothesaurus.org/uat/1667,http://astrothesaurus.org/uat/SupernovaRemnants,
Supernovae,http://astrothesaurus.org/uat/1668,http://astrothesaurus.org/uat/Supernovae,
Surface gravity,http://astrothesaurus.org/uat/1669,http://astrothesaurus.org/uat/SurfaceGravity,
Surface photometry,http://astrothesaurus.org/uat/1670,http://astrothesaurus.org/uat/SurfacePhotometry,
Surveys,http://astrothesaurus.org/uat/1671,http://astrothesaurus.org/uat/Surveys,
